   0.00861   0.00173  -7.42501   0.94905   0.00000   0.00000   0.40354   0.94909   0.02680
   0.00876   0.00179  -6.96961   0.93240   0.00000   0.00000   0.39305   0.93247   0.02883
   0.00899   0.00188  -5.67439   0.93333   0.00596   0.00000   0.40254   0.93344   0.03218
   0.00916   0.00195  -4.27886   0.95231   0.03005   0.00000   0.42738   0.95246   0.03494
   0.00933   0.00202  -2.33459   0.99021   0.07726   0.00000   0.47114   0.99039   0.03825
   0.00947   0.00208  -0.22810   1.03785   0.13174   0.00000   0.52365   1.03806   0.04145
   0.00961   0.00213   2.15199   1.09576   0.19632   0.00000   0.58608   1.09600   0.04489
   0.00976   0.00220   5.30305   1.17757   0.28487   0.00000   0.67252   1.17784   0.04916
   0.00989   0.00225   8.47522   1.26252   0.37553   0.00000   0.76138   1.26282   0.05335
   0.01001   0.00231  11.81559   1.35341   0.47180   0.00000   0.85595   1.35374   0.05772
   0.01011   0.00235  14.87679   1.43837   0.56092   0.00000   0.94376   1.43873   0.06169
   0.01032   0.00244  22.02551   1.64331   0.77448   0.06717   1.15460   1.64375   0.07115
   0.01050   0.00252  28.95502   1.85156   0.98986   0.26151   1.36772   1.85207   0.08092
   0.01070   0.00261  37.71387   2.11954   1.26556   0.54955   1.64099   2.12016   0.09374
   0.01090   0.00271  48.12134   2.43958   1.59341   0.88009   1.96638   2.44034   0.10955
   0.01109   0.00280  58.70214   2.76691   1.92763   1.21853   2.29844   2.76783   0.12638
   0.01128   0.00289  70.48149   3.13345   2.30096   1.59560   2.66965   3.13457   0.14593
   0.01144   0.00297  81.15097   3.46722   2.64024   1.93803   3.00723   3.46854   0.16440
   0.01164   0.00306  95.41763   3.91658   3.09616   2.39769   3.46115   3.91820   0.19048
   0.01181   0.00314 109.00949   4.34733   3.53261   2.83739   3.89589   4.34926   0.21656
   0.01197   0.00322 122.01848   4.76123   3.95165   3.25937   4.31340   4.76348   0.24229
   0.01217   0.00332 140.26740   5.34711   4.54398   3.85538   4.90387   5.34987   0.28090
   0.01236   0.00342 158.66638   5.94250   5.14538   4.46018   5.50357   5.94585   0.32213
   0.01254   0.00351 176.74471   6.53115   5.73958   5.05753   6.09626   6.53512   0.36445
   0.01272   0.00360 195.93906   7.16085   6.37480   5.69584   6.73002   7.16554   0.41174
   0.01290   0.00370 216.06984   7.82769   7.04705   6.37109   7.40092   7.83323   0.46467
   0.01307   0.00378 235.55736   8.47608   7.70050   7.02735   8.05314   8.48249   0.51739
   0.01323   0.00387 255.34543   9.14177   8.37102   7.70049   8.72257   9.14917   0.57484
   0.01340   0.00395 275.60864   9.82662   9.06070   8.39277   9.41120   9.83509   0.63542
   0.01356   0.00404 296.64316  10.54408   9.78297   9.11756  10.13250  10.55377   0.70195
   0.01371   0.00412 317.16068  11.24812  10.49159   9.82857  10.84026  11.25908   0.76929
